viewer_id,subscription_start,subscription_status,months_subscribed,churned_after_show,age_group
V12564,2024-04-04,Active,6,,25-34
V12565,2024-07-03,Paused,3,,35-44
V12566,2023-10-02,Cancelled,12,,18-24
V12567,2024-04-04,Active,6,,45-54
V12568,2022-10-02,Cancelled,24,,18-24
V12569,2021-10-02,Active,36,,18-24
V12570,2024-07-03,Paused,3,,35-44
V12571,2024-04-04,Active,6,,25-34
V12572,2023-10-02,Active,12,,55+
V12573,2023-10-02,Cancelled,12,SH2003,25-34
V12574,2022-10-02,Active,24,,25-34
V12575,2024-04-04,Active,6,,25-34
V12576,2024-07-03,Cancelled,3,,18-24
V12577,2024-07-03,Active,3,,18-24
V12578,2024-07-03,Cancelled,3,SH2048,45-54
V12579,2022-10-02,Active,24,,45-54
V12580,2023-10-02,Active,12,,25-34
V12581,2024-09-01,Active,1,,35-44
V12582,2023-10-02,Active,12,,55+
V12583,2024-09-01,Active,1,,25-34
V12584,2024-09-01,Active,1,,45-54
V12585,2022-10-02,Cancelled,24,,25-34
V12586,2024-09-01,Active,1,,25-34
V12587,2024-04-04,Active,6,,25-34
V12588,2024-04-04,Cancelled,6,,25-34
V12589,2023-10-02,Active,12,,35-44
V12590,2024-09-01,Cancelled,1,,35-44
V12591,2023-10-02,Cancelled,12,,45-54
V12592,2024-07-03,Active,3,,25-34
V12593,2024-07-03,Cancelled,3,,35-44
V12594,2022-10-02,Active,24,,55+
V12595,2024-04-04,Cancelled,6,,25-34
V12596,2024-04-04,Active,6,,35-44
V12597,2024-04-04,Active,6,,55+
V12598,2024-04-04,Active,6,,35-44
V12599,2023-10-02,Paused,12,,25-34
V12600,2024-09-01,Active,1,,25-34
V12601,2022-10-02,Active,24,,55+
V12602,2024-04-04,Paused,6,,18-24
V12603,2022-10-02,Cancelled,24,SH2028,55+
V12604,2024-07-03,Active,3,,45-54
V12605,2022-10-02,Active,24,,25-34
V12606,2024-07-03,Active,3,,25-34
V12607,2024-09-01,Active,1,,35-44
V12608,2024-09-01,Active,1,,45-54
V12609,2024-07-03,Active,3,,25-34
V12610,2024-04-04,Active,6,,18-24
V12611,2024-07-03,Active,3,,25-34
V12612,2023-10-02,Active,12,,18-24
V12613,2024-04-04,Active,6,,55+
V12614,2024-04-04,Active,6,,35-44
V12615,2022-10-02,Cancelled,24,SH2021,25-34
V12616,2023-10-02,Cancelled,12,,45-54
V12617,2024-07-03,Active,3,,35-44
V12618,2023-10-02,Cancelled,12,,35-44
V12619,2024-09-01,Active,1,,25-34
V12620,2022-10-02,Cancelled,24,,35-44
V12621,2023-10-02,Cancelled,12,,45-54
V12622,2023-10-02,Active,12,,35-44
V12623,2024-04-04,Active,6,,45-54
V12624,2024-04-04,Paused,6,,25-34
V12625,2024-04-04,Active,6,,18-24
V12626,2024-04-04,Active,6,,25-34
V12627,2024-07-03,Active,3,,35-44
V12628,2024-09-01,Active,1,,45-54
V12629,2024-04-04,Cancelled,6,,35-44
V12630,2024-07-03,Cancelled,3,,45-54
V12631,2024-07-03,Active,3,,35-44
V12632,2024-04-04,Active,6,,18-24
V12633,2022-10-02,Active,24,,25-34
V12634,2024-04-04,Active,6,,18-24
V12635,2024-07-03,Active,3,,55+
V12636,2022-10-02,Active,24,,18-24
V12637,2024-04-04,Active,6,,25-34
V12638,2024-09-01,Active,1,,45-54
V12639,2024-04-04,Cancelled,6,SH2028,25-34
V12640,2024-04-04,Active,6,,25-34
V12641,2023-10-02,Active,12,,35-44
V12642,2022-10-02,Active,24,,18-24
V12643,2023-10-02,Active,12,,25-34
V12644,2024-09-01,Active,1,,18-24
V12645,2024-04-04,Cancelled,6,,25-34
V12646,2021-10-02,Active,36,,45-54
V12647,2024-04-04,Cancelled,6,SH2044,18-24
V12648,2023-10-02,Active,12,,18-24
V12649,2023-10-02,Active,12,,18-24
V12650,2023-10-02,Active,12,,25-34
V12651,2024-07-03,Active,3,,25-34
V12652,2021-10-02,Active,36,,18-24
V12653,2024-04-04,Active,6,,35-44
V12654,2022-10-02,Active,24,,18-24
V12655,2023-10-02,Active,12,,45-54
V12656,2023-10-02,Active,12,,25-34
V12657,2023-10-02,Cancelled,12,SH2035,25-34
V12658,2024-07-03,Cancelled,3,,18-24
V12659,2022-10-02,Active,24,,25-34
V12660,2024-09-01,Cancelled,1,SH2008,25-34
V12661,2022-10-02,Active,24,,55+
V12662,2024-04-04,Active,6,,18-24
V12663,2024-04-04,Active,6,,45-54
V12664,2023-10-02,Cancelled,12,,35-44
V12665,2024-07-03,Active,3,,35-44
V12666,2023-10-02,Active,12,,25-34
V12667,2024-09-01,Cancelled,1,SH2046,35-44
V12668,2024-07-03,Active,3,,25-34
V12669,2024-04-04,Active,6,,18-24
V12670,2024-07-03,Cancelled,3,,35-44
V12671,2023-10-02,Active,12,,18-24
V12672,2024-07-03,Cancelled,3,,55+
V12673,2024-09-01,Active,1,,25-34
V12674,2024-04-04,Active,6,,55+
V12675,2024-04-04,Cancelled,6,,45-54
V12676,2023-10-02,Active,12,,35-44
V12677,2023-10-02,Active,12,,55+
V12678,2023-10-02,Cancelled,12,SH2039,45-54
V12679,2022-10-02,Active,24,,55+
V12680,2023-10-02,Active,12,,18-24
V12681,2022-10-02,Cancelled,24,,35-44
V12682,2023-10-02,Active,12,,35-44
V12683,2022-10-02,Active,24,,18-24
V12684,2024-04-04,Active,6,,18-24
V12685,2024-07-03,Active,3,,45-54
V12686,2024-09-01,Active,1,,25-34
V12687,2023-10-02,Paused,12,,18-24
V12688,2024-07-03,Cancelled,3,SH2004,25-34
V12689,2022-10-02,Active,24,,35-44
V12690,2024-07-03,Cancelled,3,,18-24
V12691,2024-07-03,Active,3,,35-44
V12692,2022-10-02,Active,24,,45-54
V12693,2024-07-03,Active,3,,25-34
V12694,2024-09-01,Active,1,,35-44
V12695,2024-04-04,Active,6,,35-44
V12696,2024-09-01,Active,1,,35-44
V12697,2024-07-03,Active,3,,25-34
V12698,2024-04-04,Active,6,,35-44
V12699,2023-10-02,Active,12,,45-54
V12700,2023-10-02,Active,12,,35-44
V12701,2024-09-01,Active,1,,25-34
V12702,2022-10-02,Cancelled,24,SH2050,35-44
V12703,2023-10-02,Active,12,,35-44
V12704,2024-09-01,Paused,1,,45-54
V12705,2024-04-04,Active,6,,18-24
V12706,2024-09-01,Active,1,,35-44
V12707,2022-10-02,Active,24,,35-44
V12708,2024-04-04,Active,6,,18-24
V12709,2023-10-02,Cancelled,12,,25-34
V12710,2022-10-02,Active,24,,45-54
V12711,2023-10-02,Active,12,,25-34
V12712,2023-10-02,Cancelled,12,,18-24
V12713,2024-09-01,Cancelled,1,,35-44
V12714,2024-04-04,Active,6,,18-24
V12715,2024-07-03,Active,3,,35-44
V12716,2024-09-01,Active,1,,25-34
V12717,2024-04-04,Active,6,,35-44
V12718,2021-10-02,Active,36,,25-34
V12719,2024-04-04,Active,6,,35-44
V12720,2024-04-04,Active,6,,25-34
V12721,2021-10-02,Cancelled,36,SH2053,25-34
V12722,2024-07-03,Active,3,,55+
V12723,2022-10-02,Active,24,,25-34
V12724,2024-07-03,Cancelled,3,,45-54
V12725,2024-04-04,Active,6,,25-34
V12726,2024-07-03,Active,3,,18-24
V12727,2024-09-01,Cancelled,1,,45-54
V12728,2024-04-04,Active,6,,35-44
V12729,2023-10-02,Cancelled,12,SH2022,35-44
V12730,2023-10-02,Cancelled,12,,35-44
V12731,2023-10-02,Active,12,,45-54
V12732,2022-10-02,Active,24,,25-34
V12733,2024-09-01,Active,1,,35-44
V12734,2022-10-02,Active,24,,25-34
V12735,2022-10-02,Cancelled,24,,35-44
V12736,2024-04-04,Active,6,,18-24
V12737,2024-07-03,Active,3,,55+
V12738,2023-10-02,Active,12,,25-34
V12739,2024-07-03,Active,3,,45-54
V12740,2024-07-03,Active,3,,35-44
V12741,2024-04-04,Active,6,,35-44
V12742,2024-04-04,Active,6,,25-34
V12743,2024-04-04,Cancelled,6,,55+
V12744,2023-10-02,Active,12,,35-44
V12745,2022-10-02,Active,24,,35-44
V12746,2023-10-02,Active,12,,25-34
V12747,2024-04-04,Cancelled,6,,25-34
V12748,2024-04-04,Cancelled,6,,35-44
V12749,2024-09-01,Active,1,,35-44
V12750,2024-04-04,Active,6,,18-24
V12751,2022-10-02,Cancelled,24,,25-34
V12752,2022-10-02,Active,24,,25-34
V12753,2023-10-02,Active,12,,25-34
V12754,2024-07-03,Active,3,,18-24
V12755,2022-10-02,Active,24,,25-34
V12756,2024-04-04,Active,6,,35-44
V12757,2024-07-03,Active,3,,25-34
V12758,2024-04-04,Active,6,,45-54
V12759,2023-10-02,Active,12,,35-44
V12760,2024-04-04,Cancelled,6,SH2008,18-24
V12761,2024-04-04,Active,6,,35-44
V12762,2023-10-02,Active,12,,35-44
V12763,2024-09-01,Paused,1,,45-54
V12764,2022-10-02,Active,24,,55+
V12765,2022-10-02,Cancelled,24,,18-24
V12766,2021-10-02,Active,36,,35-44
V12767,2022-10-02,Active,24,,35-44
V12768,2024-04-04,Cancelled,6,,18-24
V12769,2023-10-02,Cancelled,12,,35-44
V12770,2022-10-02,Active,24,,25-34
V12771,2024-09-01,Active,1,,35-44
V12772,2022-10-02,Cancelled,24,SH2034,18-24
V12773,2024-04-04,Active,6,,45-54
V12774,2024-04-04,Active,6,,35-44
V12775,2024-04-04,Active,6,,18-24
V12776,2024-09-01,Cancelled,1,SH2023,25-34
V12777,2024-04-04,Active,6,,18-24
V12778,2024-04-04,Active,6,,25-34
V12779,2023-10-02,Active,12,,35-44
V12780,2024-04-04,Cancelled,6,,25-34
V12781,2024-07-03,Active,3,,18-24
V12782,2023-10-02,Active,12,,25-34
V12783,2023-10-02,Active,12,,25-34
V12784,2024-07-03,Cancelled,3,,18-24
V12785,2024-04-04,Active,6,,35-44
V12786,2022-10-02,Active,24,,25-34
V12787,2024-07-03,Active,3,,25-34
V12788,2024-07-03,Active,3,,35-44
V12789,2024-04-04,Active,6,,25-34
V12790,2024-07-03,Active,3,,18-24
V12791,2024-09-01,Active,1,,55+
V12792,2023-10-02,Active,12,,45-54
V12793,2023-10-02,Active,12,,45-54
V12794,2024-04-04,Active,6,,35-44
V12795,2024-04-04,Active,6,,35-44
V12796,2022-10-02,Cancelled,24,,45-54
V12797,2022-10-02,Active,24,,25-34
V12798,2024-04-04,Cancelled,6,,35-44
V12799,2024-09-01,Active,1,,35-44
V12800,2024-07-03,Active,3,,25-34
V12801,2024-07-03,Active,3,,25-34
V12802,2024-04-04,Active,6,,45-54
V12803,2024-04-04,Active,6,,35-44
V12804,2024-07-03,Cancelled,3,,35-44
V12805,2024-07-03,Cancelled,3,SH2013,45-54
V12806,2022-10-02,Active,24,,25-34
V12807,2022-10-02,Active,24,,18-24
V12808,2024-04-04,Active,6,,25-34
V12809,2024-04-04,Active,6,,25-34
V12810,2023-10-02,Cancelled,12,,25-34
V12811,2024-07-03,Active,3,,45-54
V12812,2024-07-03,Active,3,,25-34
V12813,2024-04-04,Active,6,,45-54
V12814,2024-07-03,Active,3,,35-44
V12815,2024-04-04,Active,6,,35-44
V12816,2024-07-03,Active,3,,35-44
V12817,2023-10-02,Active,12,,18-24
V12818,2022-10-02,Cancelled,24,,25-34
V12819,2024-04-04,Active,6,,45-54
V12820,2024-09-01,Cancelled,1,,25-34
V12821,2023-10-02,Cancelled,12,SH2050,18-24
V12822,2024-07-03,Active,3,,25-34
V12823,2024-04-04,Cancelled,6,SH2009,55+
V12824,2024-07-03,Active,3,,35-44
V12825,2023-10-02,Active,12,,35-44
V12826,2024-07-03,Cancelled,3,SH2022,35-44
V12827,2024-09-01,Active,1,,25-34
V12828,2024-04-04,Active,6,,25-34
V12829,2024-04-04,Active,6,,35-44
V12830,2024-07-03,Active,3,,25-34
V12831,2023-10-02,Cancelled,12,,18-24
V12832,2024-09-01,Active,1,,25-34
V12833,2024-04-04,Active,6,,55+
V12834,2024-04-04,Active,6,,25-34
V12835,2022-10-02,Cancelled,24,,25-34
V12836,2024-04-04,Cancelled,6,SH2056,45-54
V12837,2023-10-02,Paused,12,,25-34
V12838,2024-04-04,Active,6,,25-34
V12839,2024-09-01,Active,1,,25-34
V12840,2023-10-02,Active,12,,55+
V12841,2024-09-01,Active,1,,35-44
V12842,2024-09-01,Active,1,,45-54
V12843,2022-10-02,Active,24,,25-34
V12844,2024-04-04,Active,6,,35-44
V12845,2022-10-02,Active,24,,55+
V12846,2024-09-01,Active,1,,25-34
V12847,2024-04-04,Active,6,,25-34
V12848,2023-10-02,Active,12,,25-34
V12849,2022-10-02,Active,24,,35-44
V12850,2024-09-01,Active,1,,25-34
V12851,2024-04-04,Active,6,,25-34
V12852,2024-09-01,Active,1,,35-44
V12853,2023-10-02,Active,12,,18-24
V12854,2023-10-02,Active,12,,18-24
V12855,2024-09-01,Active,1,,35-44
V12856,2023-10-02,Active,12,,35-44
V12857,2024-07-03,Cancelled,3,,35-44
V12858,2024-07-03,Active,3,,25-34
V12859,2023-10-02,Active,12,,55+
V12860,2021-10-02,Active,36,,55+
V12861,2024-07-03,Active,3,,18-24
V12862,2024-04-04,Active,6,,55+
V12863,2024-09-01,Active,1,,45-54
V12864,2024-07-03,Active,3,,35-44
V12865,2024-07-03,Active,3,,25-34
V12866,2024-04-04,Paused,6,,45-54
V12867,2024-07-03,Active,3,,25-34
V12868,2021-10-02,Active,36,,25-34
V12869,2023-10-02,Paused,12,,25-34
V12870,2024-07-03,Active,3,,18-24
V12871,2023-10-02,Active,12,,35-44
V12872,2024-09-01,Active,1,,25-34
V12873,2024-07-03,Cancelled,3,SH2004,25-34
V12874,2024-09-01,Active,1,,25-34
V12875,2021-10-02,Active,36,,55+
V12876,2023-10-02,Active,12,,35-44
V12877,2022-10-02,Active,24,,35-44
V12878,2023-10-02,Active,12,,45-54
V12879,2024-09-01,Active,1,,35-44
V12880,2024-04-04,Active,6,,35-44
V12881,2022-10-02,Active,24,,45-54
V12882,2024-04-04,Active,6,,18-24
V12883,2024-09-01,Active,1,,25-34
V12884,2023-10-02,Active,12,,18-24
V12885,2024-07-03,Active,3,,35-44
V12886,2024-09-01,Active,1,,55+
V12887,2022-10-02,Active,24,,25-34
V12888,2024-04-04,Cancelled,6,SH2047,35-44
V12889,2023-10-02,Active,12,,25-34
V12890,2022-10-02,Active,24,,18-24
V12891,2024-07-03,Cancelled,3,,35-44
V12892,2024-07-03,Active,3,,25-34
V12893,2022-10-02,Active,24,,25-34
V12894,2024-07-03,Cancelled,3,,25-34
V12895,2024-04-04,Paused,6,,45-54
V12896,2023-10-02,Active,12,,25-34
V12897,2022-10-02,Active,24,,25-34
V12898,2024-04-04,Cancelled,6,,25-34
V12899,2022-10-02,Active,24,,25-34
V12900,2021-10-02,Paused,36,,45-54
V12901,2023-10-02,Active,12,,55+
V12902,2024-07-03,Cancelled,3,,55+
V12903,2022-10-02,Cancelled,24,,25-34
V12904,2024-09-01,Active,1,,25-34
V12905,2024-04-04,Cancelled,6,,55+
V12906,2024-04-04,Active,6,,55+
V12907,2024-04-04,Active,6,,55+
V12908,2024-04-04,Cancelled,6,,55+
V12909,2024-07-03,Active,3,,45-54
V12910,2024-04-04,Active,6,,18-24
V12911,2024-09-01,Active,1,,35-44
V12912,2024-04-04,Active,6,,35-44
V12913,2023-10-02,Active,12,,25-34
V12914,2024-04-04,Active,6,,35-44
V12915,2024-04-04,Active,6,,25-34
V12916,2023-10-02,Active,12,,55+
V12917,2024-09-01,Paused,1,,25-34
V12918,2024-04-04,Active,6,,18-24
V12919,2024-07-03,Active,3,,35-44
V12920,2024-07-03,Cancelled,3,,25-34
V12921,2024-04-04,Active,6,,25-34
V12922,2024-07-03,Active,3,,35-44
V12923,2023-10-02,Cancelled,12,,35-44
V12924,2022-10-02,Cancelled,24,SH2021,25-34
V12925,2022-10-02,Active,24,,25-34
V12926,2024-04-04,Active,6,,25-34
V12927,2024-07-03,Active,3,,35-44
V12928,2023-10-02,Active,12,,35-44
V12929,2023-10-02,Active,12,,55+
V12930,2022-10-02,Active,24,,25-34
V12931,2024-09-01,Active,1,,35-44
V12932,2024-04-04,Cancelled,6,,35-44
V12933,2023-10-02,Active,12,,25-34
V12934,2023-10-02,Active,12,,18-24
V12935,2022-10-02,Active,24,,25-34
V12936,2023-10-02,Cancelled,12,SH2006,25-34
V12937,2022-10-02,Active,24,,25-34
V12938,2023-10-02,Active,12,,55+
V12939,2024-07-03,Active,3,,18-24
V12940,2023-10-02,Cancelled,12,,18-24
V12941,2023-10-02,Active,12,,25-34
V12942,2022-10-02,Active,24,,45-54
V12943,2024-07-03,Active,3,,45-54
V12944,2024-07-03,Active,3,,35-44
V12945,2024-04-04,Active,6,,25-34
V12946,2024-09-01,Active,1,,18-24
V12947,2022-10-02,Active,24,,25-34
V12948,2024-09-01,Active,1,,35-44
V12949,2023-10-02,Active,12,,18-24
V12950,2024-09-01,Cancelled,1,SH2008,35-44
V12951,2024-04-04,Active,6,,55+
V12952,2023-10-02,Active,12,,55+
V12953,2023-10-02,Active,12,,18-24
V12954,2023-10-02,Active,12,,45-54
V12955,2023-10-02,Active,12,,55+
V12956,2024-04-04,Active,6,,45-54
V12957,2024-07-03,Cancelled,3,,55+
V12958,2024-04-04,Active,6,,25-34
V12959,2024-04-04,Active,6,,45-54
V12960,2023-10-02,Active,12,,25-34
V12961,2023-10-02,Active,12,,35-44
V12962,2023-10-02,Active,12,,25-34
V12963,2022-10-02,Active,24,,55+
V12964,2024-09-01,Active,1,,45-54
V12965,2024-07-03,Active,3,,45-54
V12966,2022-10-02,Paused,24,,25-34
V12967,2023-10-02,Active,12,,25-34
V12968,2022-10-02,Active,24,,35-44
V12969,2024-04-04,Active,6,,55+
V12970,2024-09-01,Active,1,,45-54
V12971,2024-04-04,Active,6,,35-44
V12972,2024-07-03,Active,3,,45-54
V12973,2024-04-04,Cancelled,6,,45-54
V12974,2024-09-01,Active,1,,25-34
V12975,2022-10-02,Active,24,,25-34
V12976,2024-04-04,Active,6,,25-34
V12977,2024-04-04,Active,6,,18-24
V12978,2024-04-04,Active,6,,35-44
V12979,2024-04-04,Active,6,,25-34
V12980,2022-10-02,Active,24,,35-44
V12981,2022-10-02,Cancelled,24,SH2011,25-34
V12982,2024-09-01,Cancelled,1,,35-44
V12983,2024-09-01,Active,1,,35-44
V12984,2022-10-02,Active,24,,18-24
V12985,2024-04-04,Active,6,,35-44
V12986,2022-10-02,Active,24,,45-54
V12987,2024-09-01,Active,1,,18-24
V12988,2024-07-03,Cancelled,3,,18-24
V12989,2024-04-04,Cancelled,6,SH2058,18-24
V12990,2022-10-02,Active,24,,35-44
V12991,2024-09-01,Active,1,,35-44
V12992,2024-07-03,Active,3,,35-44
V12993,2023-10-02,Cancelled,12,,25-34
V12994,2021-10-02,Cancelled,36,,55+
V12995,2023-10-02,Active,12,,18-24
V12996,2022-10-02,Active,24,,25-34
V12997,2024-09-01,Cancelled,1,SH2055,18-24
V12998,2024-07-03,Active,3,,35-44
V12999,2024-04-04,Active,6,,35-44
V13000,2024-04-04,Active,6,,25-34
V13001,2024-07-03,Active,3,,45-54
V13002,2023-10-02,Active,12,,35-44
V13003,2024-04-04,Active,6,,35-44
V13004,2024-04-04,Active,6,,35-44
V13005,2024-09-01,Active,1,,18-24
V13006,2024-09-01,Paused,1,,55+
V13007,2024-09-01,Active,1,,25-34
V13008,2024-04-04,Cancelled,6,,55+
V13009,2024-04-04,Active,6,,25-34
V13010,2022-10-02,Cancelled,24,,35-44
V13011,2024-07-03,Active,3,,45-54
V13012,2024-04-04,Active,6,,25-34
V13013,2022-10-02,Active,24,,45-54
V13014,2022-10-02,Cancelled,24,SH2054,25-34
V13015,2023-10-02,Active,12,,55+
V13016,2023-10-02,Cancelled,12,,25-34
V13017,2024-04-04,Active,6,,45-54
V13018,2023-10-02,Active,12,,25-34
V13019,2024-09-01,Active,1,,25-34
V13020,2024-04-04,Active,6,,55+
V13021,2023-10-02,Active,12,,55+
V13022,2024-04-04,Active,6,,18-24
V13023,2023-10-02,Active,12,,35-44
V13024,2024-07-03,Active,3,,35-44
V13025,2021-10-02,Active,36,,55+
V13026,2021-10-02,Active,36,,25-34
V13027,2023-10-02,Cancelled,12,,35-44
V13028,2024-09-01,Active,1,,35-44
V13029,2024-04-04,Active,6,,25-34
V13030,2024-09-01,Active,1,,45-54
V13031,2022-10-02,Active,24,,25-34
V13032,2024-04-04,Active,6,,25-34
V13033,2024-07-03,Cancelled,3,,55+
V13034,2023-10-02,Active,12,,35-44
V13035,2023-10-02,Active,12,,25-34
V13036,2022-10-02,Active,24,,45-54
V13037,2022-10-02,Paused,24,,25-34
V13038,2024-09-01,Active,1,,18-24
V13039,2024-04-04,Active,6,,35-44
V13040,2024-07-03,Cancelled,3,,18-24
V13041,2023-10-02,Cancelled,12,SH2016,25-34
V13042,2024-04-04,Cancelled,6,SH2051,25-34
V13043,2024-07-03,Active,3,,55+
V13044,2021-10-02,Active,36,,25-34
V13045,2024-07-03,Active,3,,35-44
V13046,2023-10-02,Active,12,,25-34
V13047,2024-07-03,Active,3,,25-34
V13048,2024-04-04,Active,6,,35-44
V13049,2024-04-04,Active,6,,25-34
V13050,2024-09-01,Active,1,,25-34
V13051,2023-10-02,Active,12,,55+
V13052,2021-10-02,Active,36,,55+
V13053,2023-10-02,Active,12,,18-24
V13054,2022-10-02,Active,24,,45-54
V13055,2024-09-01,Active,1,,25-34
V13056,2024-07-03,Active,3,,25-34
V13057,2024-09-01,Active,1,,35-44
V13058,2022-10-02,Active,24,,18-24
V13059,2024-07-03,Active,3,,55+
V13060,2022-10-02,Active,24,,18-24
V13061,2022-10-02,Cancelled,24,,45-54
V13062,2024-04-04,Active,6,,25-34
V13063,2024-04-04,Active,6,,35-44
V13064,2024-07-03,Active,3,,25-34
V13065,2024-09-01,Active,1,,45-54
V13066,2022-10-02,Active,24,,35-44
V13067,2024-09-01,Active,1,,25-34
V13068,2024-04-04,Cancelled,6,SH2008,25-34
V13069,2024-04-04,Active,6,,25-34
V13070,2024-09-01,Cancelled,1,,25-34
V13071,2023-10-02,Active,12,,25-34
V13072,2024-04-04,Active,6,,35-44
V13073,2024-04-04,Cancelled,6,SH2040,45-54
V13074,2024-07-03,Active,3,,35-44
V13075,2023-10-02,Active,12,,25-34
V13076,2023-10-02,Paused,12,,35-44
V13077,2024-07-03,Active,3,,35-44
V13078,2024-07-03,Cancelled,3,,25-34
V13079,2023-10-02,Active,12,,35-44
V13080,2024-04-04,Active,6,,45-54
V13081,2023-10-02,Cancelled,12,,45-54
V13082,2023-10-02,Active,12,,25-34
V13083,2023-10-02,Active,12,,25-34
V13084,2024-07-03,Cancelled,3,,45-54
V13085,2024-04-04,Active,6,,35-44
V13086,2024-04-04,Active,6,,25-34
V13087,2024-04-04,Active,6,,25-34
V13088,2021-10-02,Active,36,,25-34
V13089,2024-04-04,Active,6,,25-34
V13090,2024-07-03,Active,3,,25-34
V13091,2023-10-02,Active,12,,18-24
V13092,2023-10-02,Active,12,,45-54
V13093,2022-10-02,Active,24,,55+
V13094,2023-10-02,Cancelled,12,SH2029,35-44
V13095,2024-04-04,Cancelled,6,,18-24
V13096,2023-10-02,Active,12,,55+
V13097,2022-10-02,Active,24,,25-34
V13098,2024-04-04,Active,6,,25-34
V13099,2024-04-04,Active,6,,55+
V13100,2024-09-01,Cancelled,1,,25-34
V13101,2022-10-02,Active,24,,25-34
V13102,2024-04-04,Active,6,,55+
V13103,2022-10-02,Active,24,,18-24
V13104,2024-04-04,Active,6,,35-44
V13105,2024-09-01,Active,1,,18-24
V13106,2024-07-03,Active,3,,25-34
V13107,2021-10-02,Cancelled,36,SH2006,25-34
V13108,2023-10-02,Cancelled,12,,25-34
V13109,2024-09-01,Active,1,,18-24
V13110,2024-09-01,Active,1,,35-44
V13111,2024-04-04,Active,6,,55+
V13112,2024-07-03,Active,3,,55+
V13113,2024-04-04,Active,6,,18-24
V13114,2023-10-02,Active,12,,45-54
V13115,2024-07-03,Active,3,,45-54
V13116,2021-10-02,Active,36,,45-54
V13117,2024-07-03,Active,3,,25-34
V13118,2023-10-02,Active,12,,25-34
V13119,2024-09-01,Active,1,,55+
V13120,2021-10-02,Cancelled,36,,25-34
V13121,2023-10-02,Paused,12,,25-34
V13122,2022-10-02,Paused,24,,45-54
V13123,2024-07-03,Active,3,,25-34
V13124,2024-04-04,Active,6,,25-34
V13125,2023-10-02,Active,12,,25-34
V13126,2023-10-02,Active,12,,45-54
V13127,2024-07-03,Active,3,,35-44
V13128,2024-09-01,Cancelled,1,,25-34
V13129,2024-04-04,Active,6,,25-34
V13130,2022-10-02,Active,24,,55+
V13131,2024-04-04,Active,6,,18-24
V13132,2024-04-04,Active,6,,18-24
V13133,2024-07-03,Cancelled,3,,18-24
V13134,2023-10-02,Active,12,,25-34
V13135,2024-09-01,Cancelled,1,,18-24
V13136,2024-04-04,Active,6,,25-34
V13137,2022-10-02,Active,24,,55+
V13138,2022-10-02,Active,24,,25-34
V13139,2024-04-04,Active,6,,25-34
V13140,2021-10-02,Active,36,,25-34
V13141,2023-10-02,Active,12,,45-54
V13142,2024-04-04,Active,6,,25-34
V13143,2022-10-02,Active,24,,55+
V13144,2024-09-01,Active,1,,25-34
V13145,2024-04-04,Active,6,,25-34
V13146,2023-10-02,Active,12,,25-34
V13147,2024-04-04,Active,6,,25-34
V13148,2024-07-03,Active,3,,35-44
V13149,2022-10-02,Active,24,,25-34
V13150,2022-10-02,Paused,24,,35-44
V13151,2021-10-02,Active,36,,35-44
V13152,2024-04-04,Active,6,,18-24
V13153,2022-10-02,Cancelled,24,,35-44
V13154,2024-07-03,Active,3,,25-34
V13155,2023-10-02,Cancelled,12,SH2011,18-24
V13156,2021-10-02,Cancelled,36,,55+
V13157,2024-04-04,Active,6,,25-34
V13158,2024-09-01,Active,1,,35-44
V13159,2024-04-04,Paused,6,,55+
V13160,2024-07-03,Active,3,,25-34
V13161,2024-04-04,Cancelled,6,,35-44
V13162,2022-10-02,Cancelled,24,,18-24
V13163,2024-04-04,Active,6,,18-24
V13164,2024-04-04,Active,6,,25-34
V13165,2023-10-02,Cancelled,12,SH2042,25-34
V13166,2024-09-01,Cancelled,1,,45-54
V13167,2024-09-01,Active,1,,45-54
V13168,2023-10-02,Active,12,,25-34
V13169,2024-04-04,Active,6,,25-34
V13170,2023-10-02,Cancelled,12,SH2040,25-34
V13171,2024-07-03,Cancelled,3,,25-34
V13172,2024-04-04,Active,6,,25-34
V13173,2024-09-01,Active,1,,25-34
V13174,2024-04-04,Active,6,,25-34
V13175,2023-10-02,Active,12,,35-44
V13176,2023-10-02,Active,12,,35-44
V13177,2022-10-02,Active,24,,25-34
V13178,2023-10-02,Active,12,,18-24
V13179,2022-10-02,Active,24,,35-44
V13180,2023-10-02,Paused,12,,18-24
V13181,2024-04-04,Active,6,,25-34
V13182,2024-09-01,Active,1,,25-34
V13183,2024-09-01,Active,1,,35-44
V13184,2023-10-02,Cancelled,12,,25-34
V13185,2022-10-02,Active,24,,25-34
V13186,2024-04-04,Active,6,,35-44
V13187,2024-04-04,Active,6,,35-44
V13188,2024-09-01,Cancelled,1,,25-34
V13189,2024-09-01,Paused,1,,18-24
V13190,2024-07-03,Active,3,,35-44
V13191,2022-10-02,Active,24,,55+
V13192,2024-04-04,Active,6,,45-54
V13193,2024-07-03,Active,3,,55+
V13194,2022-10-02,Paused,24,,55+
V13195,2024-09-01,Cancelled,1,,25-34
V13196,2024-04-04,Active,6,,35-44
V13197,2024-07-03,Active,3,,45-54
V13198,2022-10-02,Active,24,,45-54
V13199,2023-10-02,Active,12,,25-34
V13200,2022-10-02,Active,24,,35-44
V13201,2023-10-02,Active,12,,25-34
V13202,2024-07-03,Active,3,,35-44
V13203,2022-10-02,Active,24,,25-34
